"ResponseID","year2wt","PrgSrvc_IncrNum","PrgSrvc_DcrsNum","PrgSrvc_Suspend","PrgSrvc_IncrSrvc","PrgSrvc_DcrsSrvc","PrgSrvc_NewOffc","PrgSrvc_ClsdOffc","PrgSrvc_IncrArea","PrgSrvc_DcrsArea","PrgSrvc_IncrFee","PrgSrvc_DcrsFee","PrgSrvc_ShiftOnline","PrgSrvc_AddOnline","PrgSrvc_Oth","PplSrv_NumServed","PplSrv_NumWait","PplSrv_NumServed_NA_X","PplSrv_NumWait_NA_X","Dmnd_NxtYear","Staff_Fulltime_2021","Staff_Parttime_2021","Staff_Boardmmbr_2021","Staff_RegVlntr_2021","Staff_EpsdVltnr_2021","Staff_AmerVlntr_2021","Staff_PdCnslt_2021","Staff_Other_Est_2021","Staff_Fulltime_2022","Staff_Parttime_2022","Staff_Boardmmbr_2022","Staff_RegVlntr_2022","Staff_EpsdVltnr_2022","Staff_AmerVlntr_2022","Staff_PdCnslt_2022","Staff_Other_Est_2022","Staff_Fulltime_NA","Staff_Parttime_NA","Staff_Boardmmbr_NA","Staff_RegVlntr_NA","Staff_EpsdVltnr_NA","Staff_AmerVlntr_NA","Staff_PdCnslt_NA","Staff_Other_Text_NA","VolImportance","DonImportance","FndRaise_DvlpVirtual","FndRaise_IncrExp","FndRaise_DcrsExp","FndRaise_IncStaff","FndRaise_DcrsStaff","FndRaise_IncrCnslt","FndRaise_DcrsCnslt","FndRaise_IncrVolntr","FndRaise_DcrsVolntr","FndRaise_Othr","FndRaise_MajGift_Amt","FndRaise_Overall_Chng","FndRaise_Cashbelow250_Chng","FndRaise_Cashabove250_Chng","FndRaise_MajGift_Chng","FndRaise_Corp.Found_Grnt_Chng","FndRaise_RstrGift_Chng","FndRaise_UnrstrGift_Chng","FndRaise_DnrBlw250","FndRaise_DnrAbv250","FndRaise_LocGvtGrnt_Seek","FndRaise_StateGvtGrnt_Seek","FndRaise_FedGvtGrnt_Seek","FndRaise_LocGvtCntrct_Seek","FndRaise_StateGvtCntrct_Seek","FndRaise_FedGvtCntrct_Seek","FndRaise_PFGrnt_Seek","FndRaise_CFGrnt_Seek","FndRaise_DAF_Seek","FndRaise_Corp.Found_Grnt_Seek","FndRaise_UntdWy_Seek","FndRaise_CombFedCmpgn_Seek","FndRaise_OthrGvngPrgrm_Seek","FndRaise_LocGvtGrnt_Rcv","FndRaise_StateGvtGrnt_Rcv","FndRaise_FedGvtGrnt_Rcv","FndRaise_LocGvtCntrct_Rcv","FndRaise_StateGvtCntrct_Rcv","FndRaise_FedGvtCntrct_Rcv","FndRaise_PFGrnt_Rcv","FndRaise_CFGrnt_Rcv","FndRaise_DAF_Rcv","FndRaise_Corp.Found_Grnt_Rcv","FndRaise_UntdWy_Rcv","FndRaise_CombFedCmpgn_Rcv","FndRaise_OthrGvngPrgrm_Rcv","Finance_Rev_GovtMain","Finance_Rev_Prtcpnt","Finance_Rev_Govt3rdParty","Finance_Rev_IndvDon","Finance_Rev_Gift","Finance_Rev_Grnt","Finance_Rev_Spnsr","Finance_Rev_Oth","Reserves_Est","Reserves_NA_X","CARES_Rcv","CARES_Rcv_Est","FinanceChng_Reserves","FinanceChng_Borrow","FinanceChng_DcrsBnft","FinanceChng_IncrBnft","FinanceChng_IncrExp","FinanceChng_DcrsExp","FinanceChng_Oth","LeadershipChng_RetCEO","LeadershipChng_RsgnCEO","LeadershipChng_TrmnCEO","LeadershipChng_HireCEO","LeadershipChng_IntrmCEO","LeadershipChng_ChngBC","LeadershipChng_LostBoardMem","LeadershipChng_RplcBoardMem","LeadershipChng_AddBoardMem","LeadershipChng_Oth","CEOrace_AAPI","CEOrace_Black","CEOrace_Hisp","CEOrace_NativeAm","CEOrace_White","CEOrace_Oth","CEOgender_Man","CEOgender_Woman","CEOgender_Trans","CEOgender_NB","CEOgender_Oth","CEOgender_specify","BChairrace_AAPI","BChairrace_Black","BChairrace_Hisp","BChairrace_NativeAm","BChairrace_White","BChairrace_Oth","BChairgender_Man","BChairgender_Woman","BChairgender_Trans","BChairgender_NB","BChairgender_Oth","BChairgender_specify","ExtAffairs_GenEd","ExtAffairs_Media","ExtAffairs_Advocacy","ExtAffairs_GovtRs","ExtAffairs_DiscGovtGrnt","ExtAffairs_InfoReq","ExtAffairs_Testify","ExtAffairs_Lobby","ExtAffairs_OrgPrtst","ExtAffairs_Mobilize","ExtAffairs_Petition","ExtAffairs_VoteReg","ExtAffairs_VoteEd","CEOrace","CEOrace_Bi","BChairrace","BChairrace_Bi","CEOgender","BChairgender"
"R_1IYmkAmyZCXUW8c",1.07,"Yes","No","No","Yes","No","No","No","No","No","","","No","No","No",80,0,"No","No","Increase",1,2,10,15,0,,,,1,2,9,28,0,,,,"No","No","No","No","Yes","Yes","Yes","Yes","Very Important","Very Important","Yes","No","No","No","No","No","No","No","No","",514,"Increase Moderately","Unchanged","Unchanged","Unchanged","Increase Moderately","Not Applicable","Increase Moderately",49,4,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No",28605,0,0,5157,54780,18160,0,0,54410,"No","Yes",24957,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Occasionally","Occasionally","Frequently","Frequently","Frequently","Never","Never","Rarely","Never","Never","Rarely","Never","Never","","No","","No","",""
"R_AdOfmtiHdK7rYJj",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",1200,,"No","Yes","Unchanged",,,2,1,0,0,0,,,,2,2,0,0,0,,"No","No","No","No","No","No","No","No","Very Important","Essential","Yes","No","No","No","No","No","No","No","No","",522,"Unchanged","Unchanged","Unchanged","Unchanged","Not Applicable","Not Applicable","Unchanged",194,73,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,173663,0,0,0,0,219227,"No","No",,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1BS0QQxSpxic52T",1.13,"Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No",100,20,"No","No","Increase",14,21,8,0,0,,1,,12,22,10,0,0,,1,,"No","No","No","Yes","Yes","Yes","No","No","Not At All Important","Somewhat Important","Yes","Yes","No","No","No","No","No","No","No","",465,"Unchanged","Unchanged","Unchanged","","Decrease Significantly","Unchanged","Unchanged",32,2,"Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No",0,0,0,0,0,9890,0,,,"Yes","Yes",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_D6kKiyQXfQ2I8Vj",0.88,"Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No",4e+05,,"No","Yes","Increase",57,36,27,194,33,,3,,64,48,24,227,61,,3,,"No","No","No","No","No","Yes","No","Yes","Somewhat Important","Essential","Yes","Yes","No","Yes","No","Yes","No","No","No","",5071,"Increase Moderately","Increase Moderately","Unchanged","Unchanged","Increase Significantly","Increase Moderately","Unchanged",945,93,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No",3840960,3173519,0,1321366,0,0,882025,1203008,,"Yes","Yes",,"No","No","No","Yes","No","Yes","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","","No","","No","",""
"R_3G6W4cBt9rW0uN6",1.04,"No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","",600,3,"No","No","Increase",3,2,10,0,101,,,,3,2,10,0,103,,,,"No","No","No","Yes","No","Yes","Yes","No","Very Important","Very Important","Yes","No","Yes","No","No","No","","No","No","",465,"Increase Moderately","Unchanged","Increase Moderately","Unchanged","Increase Significantly","Unchanged","Not Applicable",77,25,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes",136985,0,0,8465,0,29853,9948,0,,"Yes","Yes",92840,"Yes","Yes","No","No","No","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never","Occasionally","Rarely","Rarely","Occasionally","Rarely","Never","White","No","White","No","Woman","Woman"
"R_3JzmcG6muG4VuHC",1.66,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No",9000,0,"No","No","Increase",1,4,6,5,4,0,3,0,2,10,6,15,4,0,3,0,"No","No","No","No","No","No","No","No","Very Important","Somewhat Important","No","No","Yes","No","No","No","No","No","No","",497,"Decrease Significantly","Unchanged","Unchanged","Decrease Significantly","Decrease Moderately","Unchanged","Decrease Moderately",178,53,"Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",0,0,0,0,0,0,0,0,0,"No","Yes",249102,"No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Rarely","Frequently","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_Cdzau9vZOfsbFCx",0.86,"No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","",9400,0,"No","Yes","Increase",5,3,17,1,20,0,2,,5,3,19,1,23,0,3,,"No","No","No","Yes","Yes","Yes","No","No","Not Very Important","Somewhat Important","Yes","Yes","No","No","No","Yes","No","No","No","",,"Increase Moderately","Unchanged","Decrease Moderately","Unchanged","Increase Significantly","Unchanged","Increase Moderately",141,72,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No",74142,39237,28796,150163,0,0,0,0,85657,"No","Yes",252269,"No","No","No","No","No","Yes","","No","No","No","No","No","No","Yes","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Never","Occasionally","Occasionally","Rarely","Occasionally","Never","Occasionally","Never","Never","Rarely","Occasionally","Never","White","No","White","No","Woman","Woman"
"R_aY1N4PZKFbrS0DL",1.11,"Yes","No","No","Yes","No","No","No","No","No","","","No","No","Yes",1500,0,"No","No","Increase",12,8,17,31,101,,1,,11,7,18,28,100,,3,,"No","No","No","No","No","Yes","No","No","Very Important","Very Important","Yes","Yes","No","Yes","No","No","No","No","No","",52089,"Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Increase Significantly","Unchanged","Increase Moderately",839,243,"Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",508060,0,0,348199,0,139418,0,448361,1306778,"No","Yes",289464,"No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Frequently","Frequently","Occasionally","Occasionally","Rarely","Never","Never","Never","Never","Rarely","Never","White","No","White","No","Woman","Woman"
"R_cU8BBXhT7Vr6pix",0.93,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","",2100,20,"No","No","Unchanged",4,1,5,30,5,0,0,,4,1,6,31,5,0,0,,"No","No","No","No","No","No","No","Yes","Very Important","Somewhat Important","No","No","No","No","No","No","No","No","No","",503,"Increase Moderately","Unchanged","Unchanged","Unchanged","Increase Moderately","Unchanged","Increase Moderately",22,5,"No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No",63173,0,0,32444,0,25079,0,115189,210541,"No","Yes",88915,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Rarely","Occasionally","Rarely","Occasionally","Never","Never","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_332U4CSfBbjYbr7",0.85,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No",10000,,"No","Yes","Increase",3,11,15,0,50,0,0,0,4,15,12,0,107,0,1,0,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","No","No","No","Yes","No","No","No","No","Yes","",5020,"Increase Moderately","Unchanged","Increase Moderately","Unchanged","Decrease Significantly","Unchanged","Increase Moderately",147,10,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No",151193,109835,0,28323,101251,2960,4680,0,105587,"No","Yes",196767,"No","No","No","Yes","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Rarely","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_ysH8EMyzDDBl1uN",1.13,"Yes","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","",350,150,"No","No","Increase",12,16,10,,0,0,,,16,25,9,,22,3,,,"No","No","No","Yes","No","No","Yes","Yes","Not Very Important","Somewhat Important","Yes","No","No","No","","No","","","","",485,"Decrease Moderately","Decrease Moderately","Unchanged","Unchanged","Increase Moderately","Not Applicable","Unchanged",15,5,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No",856883,101204,0,10352,0,127757,0,0,185929,"No","Yes",,"","No","","No","No","Yes","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Rarely","Frequently","Rarely","Frequently","Never","Rarely","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_PvwPyNcEnXq8s9z",1.07,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","",1500,,"No","Yes","Increase",1,2,8,3,2,,,,1,2,10,4,3,,,,"No","No","No","No","No","Yes","Yes","Yes","Somewhat Important","Not Very Important","No","No","No","No","No","No","No","No","No","",314,"","Unchanged","Unchanged","Unsure","Increase Significantly","Unsure","Unsure",27,5,"No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No",104097,0,0,1875,0,4185,0,0,20718,"No","Yes",1481,"No","No","No","Yes","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Occasionally","Frequently","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Occasionally","White","No","White","No","Woman","Woman"
"R_3QEhoEWdhK8epNH",1.13,"Yes","No","No","No","Yes","No","No","No","No","","","No","No","No",5900,0,"No","No","Increase",60,16,34,0,0,0,2,0,67,16,35,0,0,0,2,0,"No","No","No","No","No","No","No","No","Not Used","Not At All Important","No","No","No","No","No","No","No","No","No","No",,"Increase Significantly","Unchanged","Not Applicable","Not Applicable","Increase Significantly","Increase Significantly","Unchanged",4,0,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No",7102689,0,0,522,0,28405,0,0,579551,"No","Yes",347552,"No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Occasionally","Never","Occasionally","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Man","Woman"
"R_s6uZNv2Wmeqrzmp",0.9,"No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No",80,,"No","Yes","Unchanged",5,0,9,8,34,0,1,,4,0,7,9,33,0,1,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","No","Yes","No","No","No","No","No","No","",9463,"Decrease Moderately","Decrease Moderately","Decrease Moderately","Decrease Moderately","Unchanged","Unchanged","Unchanged",47,34,"No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",201540,0,0,195114,0,212860,50351,0,784768,"No","Yes",189638,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Frequently","Occasionally","Rarely","Frequently","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1l6vuGKCnsWFJTy",1.39,"No","Yes","Yes","","","No","No","No","No","","","Yes","No","",500,,"No","Yes","Unchanged",0,1,23,10,20,0,0,,0,1,20,12,25,0,0,,"No","No","No","No","No","No","No","No","Essential","Essential","Yes","Yes","No","No","No","No","No","Yes","No","",219,"Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Significantly","Increase Moderately","Unchanged","Unchanged",76,3,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No",0,0,0,0,0,0,0,0,,"No","",,"","No","No","No","No","No","","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Never","Rarely","Occasionally","Frequently","Occasionally","Rarely","Never","Never","Occasionally","Occasionally","Rarely","Rarely","White","No","White","No","Woman","Woman"
"R_2EhmAxs6hjc0ITu",0.85,"No","Yes","Yes","No","No","No","No","No","No","","","Yes","No","",500,,"No","Yes","Increase",1,10,5,1,1,,,,1,10,4,5,1,,,,"No","No","No","No","No","Yes","Yes","Yes","Somewhat Important","Very Important","No","No","No","No","No","No","No","No","No","",217,"Decrease Moderately","Decrease Moderately","Decrease Moderately","Increase Moderately","Increase Moderately","Not Applicable","Decrease Moderately",28,11,"Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No",20474,0,0,47544,0,17934,15158,8548,,"Yes","Yes",,"","No","","","No","Yes","","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","No","Yes","No","No","No","No","Yes","the board is made up of 3 women (2 Black the other white) and one Black male","Never","Never","Most of the time","Frequently","Occasionally","Frequently","Never","Never","Never","Never","Never","Occasionally","Occasionally","White","No","Oth","No","Woman","Oth"
"R_2D0UlPNbVtHTEnr",1.09,"Yes","No","Yes","No","Yes","Yes","No","No","No","","","","","",8000,,"No","Yes","Increase",1,,14,126,,,,,1,,13,89,,,,,"No","Yes","No","No","Yes","Yes","Yes","Yes","Essential","Essential","No","No","No","No","No","No","","No","No","",973,"Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Unchanged",97,9,"Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_ze6fpKQffLIa5Yl",1.49,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No",15000,,"No","Yes","Increase",27,,15,10,14513,0,3,,39,,15,10,17164,0,3,,"No","Yes","No","No","No","No","No","Yes","Very Important","Somewhat Important","Yes","No","No","Yes","No","No","No","No","No","",10171,"Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Unchanged","Increase Significantly",,,"No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",0,493307,0,4997140,93182,1020604,514692,0,10267291,"No","Yes",542058,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Never","Rarely","White","No","White","No","Woman","Woman"
"R_1dA1XdlVVYjgtqN",0.62,"Yes","No","No","Yes","No","No","No","","No","No","No","Yes","Yes","No",5000,,"No","Yes","Increase",1,4,8,5,2,0,0,,2,3,12,8,3,0,0,,"No","No","No","No","No","No","No","No","Very Important","Somewhat Important","Yes","No","Yes","Yes","No","No","","No","No","",990,"Increase Moderately","Decrease Significantly","Decrease Moderately","Unchanged","Increase Significantly","Unchanged","Unchanged",,,"Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No",30627,5087,0,22980,0,105010,0,0,73906,"No","Yes",80472,"","No","","","No","Yes","","No","Yes","No","Yes","Yes","No","No","No","Yes","","No","No","No","Yes","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Rarely","Frequently","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","NativeAm","No","White","No","Woman","Woman"
"R_2WP63zs27NqAUtB",0.63,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No",1000,,"No","Yes","Increase",5,1,8,1,3,,,,5,1,8,1,3,,,,"No","No","No","No","No","Yes","Yes","No","Somewhat Important","Very Important","Yes","No","No","Yes","No","No","No","No","No","",5268,"Increase Moderately","Unchanged","Unchanged","Increase Significantly","Increase Significantly","Increase Moderately","Unchanged",257,66,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes",30316,111399,0,53824,4913,424412,0,0,160027,"No","Yes",11239,"Yes","No","No","No","No","Yes","","No","Yes","No","Yes","No","Yes","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Never","Never","Frequently","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1o0GhWS7gz2c4Pa",1.05,"No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No",,,"Yes","Yes","",3,,21,,172,,2,,3,,22,,155,,2,,"No","Yes","No","Yes","No","Yes","No","Yes","Very Important","Somewhat Important","No","No","No","No","No","No","","Yes","No","",263,"Unchanged","Unchanged","Unchanged","Unchanged","Not Applicable","Not Applicable","Unchanged",586,52,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_1f1R9uRnS5jYFa0",1.16,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",1730,250,"No","No","Increase",3,0,6,101,98,0,0,,3,0,6,103,108,0,0,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",10312,"Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Moderately","Decrease Significantly","Not Applicable","Decrease Significantly",474,98,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,495291,265105,0,0,0,676059,"No","No",,"Yes","No","Yes","No","No","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_6nWXqrSrUP4IOA1",1,"No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","",1500000,,"No","Yes","Increase",0,42,8,947,21,2,3,,4,26,9,942,21,0,1,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","","","No","No","No","No","No","No","",101,"Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure",0,0,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"No","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_3prReqNobjKlRE7",0.98,"No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","",15000,,"No","Yes","Increase",20,2,12,15,98,0,4,,22,0,11,20,2228,0,4,,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","Yes","Yes","No","No","No","Yes","No","No","No","",102,"Increase Moderately","Increase Moderately","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",991,46,"No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",643026,0,0,226127,0,2113557,5329,357973,5067224,"No","Yes",700344,"No","No","No","No","Yes","No","","No","Yes","No","Yes","","No","No","Yes","No","","No","Yes","Yes","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Frequently","Frequently","Rarely","Never","Occasionally","Occasionally","Never","Frequently","Frequently","Frequently","Rarely","Rarely","Black","Yes","White","No","Woman","Woman"
"R_2Xj5LTsTx5Jm6Hv",0.94,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",600,70,"No","No","Increase",10,0,11,3,,,1,,10,0,13,3,,,1,,"No","No","No","No","Yes","Yes","No","No","Not Very Important","Very Important","","","","","","","","","","",5113,"Unchanged","Unchanged","Unchanged","Unchanged","Decrease Significantly","Unchanged","Unchanged",30,26,"Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No",647147,0,0,124032,0,0,0,40806,48134,"No","Yes",84426,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Never","Occasionally","Never","Never","Occasionally","Never","Never","White","No","White","No","Woman","Woman"
